year,countryname,countrycode,china_im_fr_i,china_ex_to_i,diplomcy,dist,va,psv,ge,rq,rl,cc,gdp,population_total,gdp_per_capita,trade,arms,military,financial,travel,ASEAN.1,RCEP,AIIB,NDB,SCO,BFTA,FTA,ORG,partnership,partnership2,dip_age,WGI,exportdep,importdep,economy,arms_and_military,xi,dist_std,dip_age_std,population_total_std,gdp_std,china_ex_to_i_std,china_im_fr_i_std,exportdep_std,importdep_std,trade_std,arms_std,military_std,financial_std,travel_std,va_std,psv_std,ge_std,rq_std,rl_std,cc_std,WGI_std,econ_PC1,econ_PC2,econ_PC3,econ_PC4,econ_PC5,sanct_PC1,sanct_PC2,sanct_PC3,sanct_PC4,sanct_PC5,gov_PC1,gov_PC2,gov_PC3,gov_PC4,gov_PC5,partnership_lag,partnership_change,is_increase
2014,Algeria,DZA,1313626060,7389710403,1958,9117.676,-0.81,-1.19,-0.34,-1.3,-0.8,-0.61,2.38943E+11,39205031,6094.693923,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,56,-0.841666667,0.005497662,0.03092671,0,0,1,0.000299516,1.236002593,0.07616711,0.000435601,0.068113303,-0.228776372,-0.361444527,-0.120401675,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.770114371,-1.159173241,-0.320769215,-1.345646079,-0.735823934,-0.549493442,-0.872449516,-0.117269966,-0.373322659,0.124758329,-0.092669937,-0.008623666,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.969759305,-0.358359943,-0.282246053,-0.549438674,-0.54716026,0,3,TRUE
2015,Ecuador,ECU,1237360210,2893850903,1980,15364.41,-0.21,-0.15,-0.39,-1.14,-0.96,-0.67,97209558000,16266225,5976.159681,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,35,-0.586666667,0.012728792,0.029769201,0,0,1,1.630240436,-0.011193763,-0.147268905,-0.227063359,-0.197295423,-0.232716682,-0.221812477,-0.130461489,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.151301526,-0.071363502,-0.371821532,-1.17923869,-0.898048633,-0.609083441,-0.590950468,-0.432661314,-0.167390727,-0.047196687,-0.103495381,-0.05333535,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.378565809,0.415987599,0.470407388,-0.325270753,-0.485922968,0,2,TRUE
2016,Ecuador,ECU,939367850,2275931830,1980,15364.41,-0.25,-0.09,-0.38,-0.96,-0.65,-0.68,97671433000,16505139,5917.637713,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36,-0.501666667,0.009617631,0.023301919,0,0,1,1.630240436,0.04819654,-0.144941757,-0.226321993,-0.233773679,-0.248112596,-0.281888524,-0.186668129,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.192555716,-0.008605248,-0.361611069,-0.992030377,-0.583738278,-0.619015107,-0.497117451,-0.470161349,-0.245544254,-0.064517703,-0.118313337,-0.052967423,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.157507127,0.421290867,0.364324388,-0.217644477,-0.418550545,2,1,TRUE
2014,"Egypt, Arab Rep.",EGY,1163820537,10460127051,1956,7551.418,-1.18,-1.63,-0.72,-0.69,-0.7,-0.58,3.05595E+11,97528654,3133.391023,0,1,1,1,0,0,0,0,0,0,0,0,0,3,3,58,-0.916666667,0.00380837,0.034228679,1,2,1,-0.408379325,1.354783198,0.64426982,0.107421404,0.249372386,-0.236516144,-0.394064503,-0.091704522,-0.294045397,4.390569369,3.469093216,0.881289162,-0.248424495,-1.151715625,-1.619400438,-0.708766824,-0.711217907,-0.634433496,-0.519698443,-0.955243354,0.185946689,-0.606013569,0.418041288,0.268940976,-0.056233243,2.876965914,4.763839805,-0.367017994,0.878672943,-0.604773143,-2.128293887,-0.768562362,-0.669056069,-0.19833666,0.10025936,0,3,TRUE
2005,Spain,ESP,2083418284,8442127005,1973,9232.299,1.13,0.19,1.5,1.3,1.12,1.33,1.15467E+12,43653155,26450.95301,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,32,1.095,0.001804345,0.007311305,0,0,0,0.030207739,-0.189364671,0.119494173,1.470285983,0.130241701,-0.189004698,-0.432761947,-0.325641294,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.230713827,0.284266604,1.557956051,1.358473999,1.210872462,1.377249846,1.265471362,0.717918607,-0.846199377,0.039059753,-0.329482285,1.086755338,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,2.907376774,-0.83278618,-0.200881974,-0.059527205,-0.133847772,0,3,TRUE
2003,Ethiopia,ETH,4738059,152762621,1970,8315.988,-1.11,-1.41,-1.07,-1.16,-0.83,-0.78,8623691300,73832663,116.8004911,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,-1.06,0.000549424,0.017714296,0,0,0,-0.208882447,-0.129974368,0.413458426,-0.369254504,-0.359112923,-0.29640068,-0.456994291,-0.235229721,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-1.079520793,-1.389286839,-1.066133043,-1.200039613,-0.766241065,-0.718331771,-1.113471577,-0.521244788,-0.583720523,0.215055603,0.26109581,-0.232014928,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-2.512379512,-0.391945795,-0.302982039,-0.412658657,0.049610643,0,1,TRUE
2017,Ethiopia,ETH,357469290,2670923789,1970,8315.988,-1.43,-1.68,-0.76,-1.03,-0.47,-0.58,81770886826,109666481,745.6324492,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.5,47,-0.991666667,0.004371596,0.032663505,0,0,1,-0.208882447,0.701489869,0.762498628,-0.251844314,-0.21045571,-0.278176656,-0.383188699,-0.105307322,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-1.409554311,-1.671698983,-0.749608678,-1.06483361,-0.401235491,-0.519698443,-1.038037192,-0.258957535,-0.603198552,0.444104693,0.499049108,-0.212911603,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-2.311750811,-0.657467093,-0.876968702,-0.458792445,-0.034422911,1,2,TRUE
2017,Finland,FIN,4250488028,2840038648,1950,6326.875,1.56,1.06,1.98,1.81,2.02,2.16,2.53846E+11,5508214,46085.01747,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,67,1.765,0.016744348,0.011188032,0,0,1,-0.72789553,1.889295922,-0.252057581,0.024357499,-0.200472177,-0.07704203,-0.144272676,-0.29194897,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.674196366,1.19426129,2.048058294,1.888897553,2.123386398,2.20157816,2.005096313,-0.235462196,-0.198710124,-0.272992579,-0.182765044,0.094724068,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,4.581774711,-0.452464496,-0.291822026,-0.259130234,0.008846049,0,1,TRUE
2006,Fiji,FJI,1228100,67992056,1975,9104.002,-0.33,-0.03,-0.01,-0.38,0.05,0.18,3076305453,890365,3455.105999,0,1,2,2,1,0,0,0,0,0,0,0,0,1,1,31,-0.086666667,0.000399213,0.022101855,2,3,0,-0.003268399,-0.248754973,-0.297037854,-0.378158736,-0.364117272,-0.296582023,-0.459894842,-0.197097795,-0.294045397,4.390569369,7.169297131,2.09839644,2.363467138,-0.275064095,0.054153006,0.016176077,-0.38880359,0.125994783,0.235108206,-0.038991549,-0.717191414,-0.296273729,-0.066763074,-0.278619766,-0.13320487,5.792232466,6.130367327,3.010733012,0.741990629,-0.151344087,-0.088801845,0.202582729,-0.265000041,-0.40965202,-0.08945766,0,1,TRUE
2014,Fiji,FJI,52923949,287317246,1975,9104.002,-0.18,0.55,-0.4,-0.26,-0.51,0.39,4857104791,917585,5293.356791,0,1,2,2,1,0,0,0,0,0,0,0,0,2,2,39,-0.068333333,0.010896193,0.059154014,2,3,1,-0.003268399,0.226367448,-0.296772717,-0.375300336,-0.351169621,-0.293911133,-0.257199697,0.124919606,-0.294045397,4.390569369,7.169297131,2.09839644,2.363467138,-0.120360884,0.660816129,-0.382031995,-0.263998048,-0.441791665,0.443673201,-0.018753055,-0.674041656,0.02924266,0.10569729,-0.221017043,-0.069248557,5.792232466,6.130367327,3.010733012,0.741990629,-0.151344087,-0.079404853,0.744514186,0.128877947,-0.387484374,0.387527839,1,1,TRUE
2018,Fiji,FJI,25309655,456669990,1975,9104.002,0.15,0.83,0.77,0.04,0.18,0.7,5581425325,917180,6085.419792,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,43,0.445,0.004534622,0.0818196,0,0,1,-0.003268399,0.463928659,-0.296776662,-0.374137713,-0.341172045,-0.295337839,-0.380040689,0.32190443,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.219986181,0.953687982,0.812592222,0.048015807,0.257802352,0.751554861,0.547924768,-0.682633297,0.062365668,0.309543302,-0.325485569,-0.083886286,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,1.226765593,0.604453723,-0.182859013,-0.330793732,-0.307201837,2,1,TRUE
2004,France,FRA,7662616614,9925096891,1964,8225.232,1.46,0.35,1.76,1.22,1.43,1.31,2.10979E+12,62707588,33644.92822,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,40,1.255,0.003631929,0.0047043,1,0,0,-0.232563128,0.285757751,0.305094355,3.003377953,0.217787397,0.099247182,-0.397471555,-0.348298568,1.277066017,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.571060892,0.451621949,1.823428099,1.275270305,1.525182818,1.357386513,1.442098216,1.792228129,-1.168159503,0.074551188,-0.492190304,2.123469397,0.203663491,-0.451109654,-0.704484521,-0.599718591,0.897962414,3.304397265,-0.817476828,-0.00874482,-0.131541545,-0.435653854,1,2,TRUE
2023,Gabon,GAB,3078683728,744105479,1974,11432.47,-0.92,-0.34,-0.78,-0.7,-0.87,-1.02,19388402542,2484789,7802.836596,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,49,-0.771666667,0.158789963,0.038378896,1,0,1,0.604291532,0.820270474,-0.281507327,-0.351975827,-0.324203568,-0.137583845,2.598607353,-0.055635313,-0.294045397,-0.219225392,-0.231110698,0.881289162,-0.248424495,-0.883563392,-0.270097974,-0.770029605,-0.721618369,-0.80679724,-0.956691766,-0.795175268,-0.16407568,1.85554663,-1.188206919,1.402778452,0.480734016,0.083624418,-0.283467263,0.025173381,-0.313012221,-0.91683577,-1.817208701,0.422481971,-0.039054171,0.224611504,-0.032303124,0,3,TRUE
1998,United Kingdom,GBR,1953252412,4632541597,1954,8151.353,1.2,0.93,1.86,1.97,1.73,2.05,1.65369E+12,58487141,28274.50451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,1.623333333,0.001181144,0.002801328,0,0,0,-0.251840147,0.523318961,0.263984985,2.271285929,-0.094653496,-0.195729778,-0.444795855,-0.364837153,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.302908659,1.058285072,1.925532733,2.055304943,1.82935413,2.092329829,1.848707953,1.045570055,-1.103087622,0.09132071,-0.323194284,1.760547288,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,4.23428431,-0.461655901,-0.532804654,-0.020186147,0.194017894,0,1,TRUE
2004,United Kingdom,GBR,4753101843,14975476375,1954,8151.353,1.6,0.14,1.87,1.73,1.61,1.91,2.42153E+12,59987905,40366.88867,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,50,1.476666667,0.001962855,0.006184316,0,0,0,-0.251840147,0.879660777,0.278603214,3.503747179,0.515931674,-0.051074253,-0.429701143,-0.335435869,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.715450556,0.231968059,1.935743196,1.805693858,1.707685605,1.953286499,1.686800004,2.135326341,-1.283626601,0.130809594,-0.629416569,2.508622571,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,3.87801223,-1.259221609,-0.228885321,-0.216244532,-0.042409634,1,2,TRUE
2023,Georgia,GEO,118938905,1960508889,1992,5852.917,0.03,-0.34,0.79,0.95,0.18,0.62,30777833585,3715483,8283.669602,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,31,0.371666667,0.003864434,0.063698729,0,0,1,-0.851563921,-0.248754973,-0.269519722,-0.333694397,-0.252394367,-0.29050044,-0.392981926,0.164417366,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.096223612,-0.270097974,0.833013149,0.994457835,0.257802352,0.672101529,0.466970793,-0.604331911,-0.05283925,0.205049096,-0.305725976,-0.095614554,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,1.100840213,-0.694655997,-0.610812365,0.264293642,0.111080109,0,1,TRUE
2015,Equatorial Guinea,GNQ,1165360025,263683911,1970,11235.13,-2,-0.21,-1.18,-1.49,-1.33,-1.57,13185496881,1453923,9068.910032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45,-1.296666667,0.088381958,0.019998026,0,0,1,0.552800218,0.582709264,-0.291548504,-0.361932248,-0.352564792,-0.236436605,1.239039074,-0.215382003,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-1.997426513,-0.134121757,-1.178448141,-1.543254854,-1.273193251,-1.50293342,-1.374732132,-0.432789428,0.83834346,-0.762277798,0.676114905,0.219181394,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-3.143211658,1.209691039,-0.487185686,0.168897943,-0.211756844,0,1,TRUE
2006,Greece,GRC,104304816,2179914900,1972,7623.437,0.97,0.63,0.63,0.86,0.86,0.36,2.69073E+11,11020362,24416.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34,0.718333333,0.000387644,0.008101562,0,0,0,-0.38958763,-0.070584065,-0.198366365,0.04879914,-0.239441945,-0.291256517,-0.460118222,-0.318773237,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.065697069,0.744493802,0.669645735,0.900853678,0.947257325,0.413878202,0.84966231,-0.391918348,-0.485073599,-0.107152057,-0.274257998,0.146906793,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,1.926477051,-0.04791213,0.409125746,0.26944562,-0.043443272,0,3,TRUE
2005,Croatia,HRV,43825856,573710847,1992,7648.763,0.45,0.43,0.46,0.48,0.08,0.14,45013119282,4310145,10443.52784,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,13,0.34,0.000973624,0.012745414,0,2,0,-0.382979396,-1.317780421,-0.263727402,-0.310845024,-0.334262651,-0.29438119,-0.448803041,-0.278413882,-0.294045397,-0.219225392,7.169297131,-0.335818116,-0.248424495,0.529392603,0.535299621,0.496067857,0.505636128,0.156411915,0.19538154,0.432013395,-0.653944483,-0.361069896,-0.118528475,-0.249409361,-0.096804206,1.520854848,5.036645905,3.887269776,-2.590447648,1.488986251,0.971958743,0.107590591,0.225807426,0.261125051,-0.098047839,0,1,TRUE
2004,Hungary,HUN,457762765,2652728928,1949,7347.376,1.15,0.83,0.8,1.17,0.85,0.67,1.04121E+11,10107146,10301.70339,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,55,0.911666667,0.004396458,0.025477411,0,0,0,-0.461619371,1.17661229,-0.207261568,-0.215969938,-0.211529826,-0.272994947,-0.382708628,-0.167761101,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.251340922,0.953687982,0.843223613,1.223267995,0.937118282,0.721759861,1.063086425,-0.495698505,-0.283773851,-0.031943979,-0.225569528,-0.050879369,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,2.408498669,-0.039966342,0.417618979,0.310704479,0.096791211,0,1,TRUE
2017,Hungary,HUN,4086460818,6050052923,1949,7347.376,0.54,0.8,0.48,0.64,0.54,0.09,1.43112E+11,9787966,14621.2396,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,68,0.515,0.028554246,0.042274894,0,0,1,-0.461619371,1.948686225,-0.210370549,-0.153384014,-0.010972083,-0.085516572,0.083774724,-0.021775498,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.62221453,0.922308855,0.516488784,0.672043518,0.622807926,0.145723208,0.625199017,-0.178876203,0.139874192,-0.13132151,-0.062969858,-0.031163234,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,1.408184987,0.363389735,0.273076564,0.383198149,-0.083035373,1,2,TRUE
2005,Indonesia,IDN,8429926876,8348540322,1950,5220.879,-0.12,-1.52,-0.5,-0.65,-0.8,-0.91,2.85869E+11,230871650,1238.214476,0,1,2,0,0,1,0,0,0,0,0,1,0,2,2,55,-0.75,0.029488815,0.029204116,0,3,0,-1.016479635,1.17661229,1.943100613,0.075757495,0.124716902,0.138890624,0.101821122,-0.135372601,-0.294045397,4.390569369,7.169297131,-0.335818116,-0.248424495,-0.058479599,-1.504343639,-0.484136629,-0.66961606,-0.735823934,-0.847443435,-0.771257048,0.715199242,-0.726594414,0.687951373,1.483656245,-0.306333744,3.254456381,7.54157977,1.536998404,-0.087714193,1.05614954,-1.734357099,-1.011004556,0.312711067,-0.010280142,-0.285666423,0,2,TRUE
2013,Indonesia,IDN,31478438465,36943497903,1950,5220.879,0.04,-0.52,-0.24,-0.12,-0.53,-0.66,9.12524E+11,255852467,3566.602845,1,0,0,1,0,1,0,0,0,0,0,1,0,3,3,63,-0.338333333,0.034496006,0.040484954,2,0,1,-1.016479635,1.651734711,2.186426887,1.081616203,1.812792619,1.32970271,0.198509252,-0.037331724,1.277066017,-0.219225392,-0.231110698,0.881289162,-0.248424495,0.106537159,-0.458372736,-0.218664581,-0.118391582,-0.462069753,-0.599151774,-0.316810871,2.949398037,-0.652376502,0.680774547,1.069280436,-0.534221591,0.885912988,-0.686476415,-0.650420922,-0.944379747,-0.018060931,-0.720627438,-0.319645116,0.349300687,0.297400137,-0.127355342,2,1,TRUE
2005,India,IND,9780082933,8936913561,1950,3785.013,0.41,-1.01,-0.1,-0.29,0.13,-0.36,8.20384E+11,1154676322,710.4880804,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,55,-0.203333333,0.011921351,0.010893577,2,1,0,-1.391135695,1.17661229,10.94144316,0.933719641,0.159450948,0.208647066,-0.237404034,-0.294508054,1.277066017,-0.219225392,3.469093216,0.881289162,-0.248424495,0.488138413,-0.970898478,-0.075718093,-0.295199433,0.207107133,-0.301201781,-0.167781963,3.564843678,-4.57101097,4.664832809,7.916353706,-1.05071338,1.945652952,1.855896789,1.307659075,-2.255428039,0.726838407,-0.36256168,-0.935258633,0.36660829,-0.196012803,-0.290747222,0,2,TRUE
2012,Ireland,IRL,3795383071,2098663630,1979,8290.863,1.32,0.94,1.54,1.56,1.73,1.46,2.27271E+11,4599533,49411.73875,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,33,1.425,0.016699818,0.009234193,1,0,0,-0.215438235,-0.129974368,-0.260908611,-0.01829897,-0.244238536,-0.10055524,-0.145132538,-0.308929626,1.277066017,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.426671228,1.068744781,1.598797904,1.628886007,1.82935413,1.50636151,1.629764249,-0.29880167,-0.202616315,-0.287614383,-0.169174914,0.083738197,0.203663491,-0.451109654,-0.704484521,-0.599718591,0.897962414,3.72226341,-0.298541796,-0.095088864,0.028266101,-0.023283501,0,2,TRUE
2012,"Iran, Islamic Rep.",IRN,24929440014,11605625979,1971,5609.038,-1.6,-1.32,-0.54,-1.43,-0.92,-0.8,6.44019E+11,79370580,8114.080998,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0.5,41,-1.101666667,0.03870915,0.018020618,5,1,0,-0.915198511,0.345148053,0.467400646,0.650633142,0.316995809,0.991345655,0.27986443,-0.232567502,4.419288845,4.390569369,-0.231110698,2.09839644,-0.248424495,-1.584884617,-1.295149458,-0.524978483,-1.480852083,-0.857492458,-0.738195104,-1.159468154,1.228597611,-0.094189541,-0.243480442,0.204030712,-0.059265184,4.906341158,0.777072387,-4.297817302,-0.049042499,0.430628691,-2.607979266,-0.150318776,-0.842125554,-0.452258977,-0.448679231,0,2,TRUE
2016,"Iran, Islamic Rep.",IRN,14918995746,16727430762,1971,5609.038,-1.34,-0.81,-0.24,-1.25,-0.7,-0.74,4.59043E+11,83812228,5477.037124,3,1,0,2,0,0,0,0,0,0,0,0,0,3,3,45,-0.846666667,0.032500236,0.036439816,5,1,1,-0.915198511,0.582709264,0.510664629,0.353723038,0.619356611,0.47415139,0.159971225,-0.072487706,4.419288845,4.390569369,-0.231110698,2.09839644,-0.248424495,-1.316732384,-0.761704298,-0.218664581,-1.29364377,-0.634433496,-0.678605106,-0.877969105,0.959381227,-0.101624885,0.04125583,0.248992551,-0.15420833,4.906341158,0.777072387,-4.297817302,-0.049042499,0.430628691,-1.979383785,0.145814987,-0.7067976,-0.325147776,-0.595205933,2,1,TRUE
2015,Iraq,IRQ,12656330890,7926950461,1958,6298.444,-1.13,-2.25,-1.2,-1.15,-1.56,-1.43,1.66774E+11,37560535,4440.141893,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,57,-1.453333333,0.075889065,0.047531063,0,0,1,-0.735313943,1.295392896,0.060148855,-0.115403758,0.099828751,0.357249756,0.99780315,0.023905451,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-1.100147888,-2.267902398,-1.198869067,-1.189639152,-1.506391257,-1.36389009,-1.54767926,0.345964885,0.74233525,-0.414734688,0.543430181,-0.075282059,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-3.485268562,-1.077499287,-0.118894116,0.021217335,-0.073545237,0,2,TRUE
2017,Israel,ISR,4196979990,9001290160,1992,7146.982,0.7,-0.89,1.35,1.26,0.99,0.79,3.57227E+11,8713300,40997.91102,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,25,0.7,0.011748773,0.025197669,0,0,1,-0.513907555,-0.605096789,-0.22083836,0.190296577,0.163251358,-0.079806548,-0.240736499,-0.170192316,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.787231288,-0.84538197,1.4047991,1.316872152,1.079064894,0.840939859,0.829423817,0.056762794,-0.222821244,-0.113077432,-0.312947559,0.111947519,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,1.956872147,-1.642148647,-0.543522696,0.198204454,-0.221578438,0,1,TRUE
2000,Italy,ITA,3078336962,3802274831,1970,8134.695,1.04,0.92,0.72,0.79,0.84,0.7,1.14966E+12,56942108,20190.00356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0.835,0.002677603,0.0033073,0,0,0,-0.256186667,-0.308145276,0.248935552,1.462250439,-0.143667493,-0.137601761,-0.415899453,-0.36043979,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.1378919,1.047825363,0.761539905,0.828050445,0.926979238,0.751554861,0.978452725,0.620454294,-0.905508519,0.0465664,-0.187046695,1.112894985,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,2.207478519,0.186602403,0.411872616,0.029106242,-0.013014769,0,1,TRUE
2004,Italy,ITA,6438403848,9225991643,1970,8134.695,1.18,0.27,0.63,1.08,0.59,0.36,1.81281E+12,57685327,31425.82087,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34,0.685,0.003551618,0.005089335,0,0,0,-0.256186667,-0.070584065,0.256174896,2.526683062,0.176516393,0.03599766,-0.39902236,-0.34495226,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.282281564,0.367944277,0.669645735,1.129663839,0.673503145,0.413878202,0.812865049,1.468116553,-1.063822672,0.055708605,-0.432154999,1.793010771,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,1.849320487,-0.496017035,0.547267182,0.401112812,0.059816537,1,2,TRUE
2005,Jamaica,JAM,220997364,104014104,1972,13446.64,0.42,-0.3,-0.17,0.17,-0.41,-0.34,11243865778,2687066,4184.439749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,-0.105,0.019654927,0.009250742,0,0,0,1.129842661,-0.129974368,-0.279537043,-0.365048804,-0.361990745,-0.285227542,-0.088069813,-0.3087858,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.498451961,-0.228259138,-0.147191337,0.183221811,-0.340401228,-0.281338448,-0.059230043,-0.648322916,-0.119498091,-0.295819129,-0.040320484,-0.057232265,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.142678219,-0.344973056,0.549437229,0.2676757,0.054736903,0,1,TRUE
2019,Jamaica,JAM,29583923,670704363,1972,13446.64,0.61,0.39,0.59,0.08,-0.31,-0.11,15830766571,2823271,5607.243007,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,47,0.208333333,0.001868761,0.042367144,2,0,1,1.129842661,0.701489869,-0.278210335,-0.357686267,-0.328536732,-0.295117007,-0.431518073,-0.020973763,1.277066017,-0.219225392,-0.231110698,0.881289162,-0.248424495,0.694409362,0.493460785,0.628803881,0.089617655,-0.239010791,-0.05291012,0.286664213,-0.67364131,-0.183285371,0.069542701,-0.287022526,-0.111736122,0.885912988,-0.686476415,-0.650420922,-0.944379747,-0.018060931,0.627461342,0.143102985,0.509858851,0.186636289,-0.500088826,1,1,TRUE
2015,Jordan,JOR,287489731,3430809649,1977,7061.988,-0.77,-0.61,0.11,0.1,0.41,0.24,38587017887,9544729,4042.756781,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,38,-0.086666667,0.007450426,0.088910982,0,0,1,-0.536084776,0.166977145,-0.212739805,-0.321159702,-0.165596581,-0.281792183,-0.32373694,0.383535068,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.728860181,-0.552510118,0.138701638,0.110418578,0.491000358,0.294698205,-0.038991549,-0.515247459,0.103429874,0.37525969,-0.276967272,-0.091295185,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.04321118,-0.371347662,-0.946140999,-0.153932042,0.105709995,0,2,TRUE
2005,Kazakhstan,KAZ,2902265950,3898883112,1992,3277.169,-1.03,0.19,-0.67,-0.28,-0.95,-1.01,57123671734,15968117,3577.35804,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,13,-0.625,0.050806712,0.06825337,0,0,0,-1.523645855,-1.317780421,-0.150172633,-0.291406107,-0.137964316,-0.146698552,0.513466592,0.204001391,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.997012414,0.284266604,-0.657714507,-0.284798971,-0.88790959,-0.946760099,-0.633267318,-0.279849748,0.552228624,-0.092922439,0.240365939,0.023614163,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.457126629,0.840176657,-0.128990931,0.619006156,0.130272339,0,2,TRUE
2019,Kazakhstan,KAZ,9273669859,12729100679,1992,3277.169,-1.23,-0.17,0.07,0.11,-0.51,-0.29,1.81667E+11,19209555,9457.126147,0,0,0,0,0,0,0,1,0,1,0,0,2,3,3.5,27,-0.336666667,0.051047578,0.070068244,0,0,1,-1.523645855,-0.486316184,-0.118599325,-0.091498544,0.383319054,0.182482998,0.518117682,0.219774319,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-1.203283362,-0.09228292,0.097859784,0.12081904,-0.441791665,-0.231680116,-0.314971008,0.315074788,0.582585861,-0.111346892,0.09392709,-0.116684125,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.692121734,0.283439035,-0.954390375,0.430332957,0.040882896,2,1,TRUE
